Codigo,Nombre,Seccion,Profesor,Dia,HoraInicio,HoraFin,Sala,Créditos
CIG1014,INGLÉS GENERAL III,,NORAMBUENA CAROLINA ANGELICA,Martes,14:30,15:50,,5.0
CIG1014,INGLÉS GENERAL III,,NORAMBUENA CAROLINA ANGELICA,Jueves,14:30,15:50,,5.0
CIG1014,INGLÉS GENERAL III,,NORAMBUENA CAROLINA ANGELICA,Martes,16:00,17:20,,5.0
CIG1014,INGLÉS GENERAL III,,NORAMBUENA CAROLINA ANGELICA,Jueves,16:00,17:20,,5.0
CIG1014,INGLÉS GENERAL III,,POBLETE JAVIERA FRANCISCA,Lunes,11:30,12:50,,5.0
CIG1014,INGLÉS GENERAL III,,POBLETE JAVIERA FRANCISCA,Jueves,11:30,12:50,,5.0
CFG2331,LAS SUSTANCIAS PSICOACTIVAS (DROGAS),,PEÑA PATRICIA EUGENIA,Lunes,11:30,12:50,,5.0
CFG2331,LAS SUSTANCIAS PSICOACTIVAS (DROGAS),,PEÑA PATRICIA EUGENIA,Miércoles,11:30,12:50,,5.0
CFG2335,PSICOANÁLISIS Y CRIMINOLOGÍA,,ALVEAR KATHERINE,Jueves,17:25,18:45,,5.0
CFG2335,PSICOANÁLISIS Y CRIMINOLOGÍA,,ALVEAR KATHERINE,Viernes,17:25,18:45,,5.0
CFG2339,ESCRITURA ACADÉMICA,,PUGA JUANA,Miércoles,10:00,12:50,,5.0
CFG2341,"PSICOLOGÍA, CINE Y NEUROCIENCIA",,LAVIN CLAUDIO SEBASTIAN,Martes,18:50,21:35,,5.0
CFG2343,FOTOGRAFÍA Y MEMORIA,,CIFUENTES MARIA ANGELA,Jueves,11:30,14:20,,5.0
CFG2343,FOTOGRAFÍA Y MEMORIA,,CIFUENTES MARIA ANGELA,Jueves,16:00,18:45,,5.0
CFG2347,"ACCIÓN, INTENCIÓN Y SUS EFECTOS",,ORMEÑO JUAN ANTONIO,Martes,16:00,17:20,,5.0
CFG2347,"ACCIÓN, INTENCIÓN Y SUS EFECTOS",,ORMEÑO JUAN ANTONIO,Miércoles,16:00,17:20,,5.0
CFG2352,MUJER Y PENSAMIENTO,,SANHUEZA MARIA SOLEDAD,Lunes,13:00,14:20,,5.0
CFG2352,MUJER Y PENSAMIENTO,,SANHUEZA MARIA SOLEDAD,Miércoles,13:00,14:20,,5.0
CFG2355,B-LEARNING ARTE Y MEMORIA EN AMÉRICA LAT,,LOPEZ ANA PAOLA,Lunes,17:25,20:10,,5.0
CFG2355,B-LEARNING ARTE Y MEMORIA EN AMÉRICA LAT,,GALLARDO MILENA SUSANA,Lunes,17:25,20:10,,5.0
CFG2353,B-LEARNING MIGRACIONES Y DIVERSIDAD CULT,,SÁEZ DANIELA BELÉN,Lunes,11:30,14:20,,5.0
CFG2353,B-LEARNING MIGRACIONES Y DIVERSIDAD CULT,,AGAR LORENZO RENE,Lunes,11:30,14:20,,5.0
CFG2358,ESCRITORAS NORTEAMERICANAS,,ABALO BERNARDITA MARIA MILAGROS,Martes,11:30,14:20,,5.0
CFG2358,ESCRITORAS NORTEAMERICANAS,,GALINDO JAVIER,Martes,11:30,14:20,,5.0
CFG2365,PROBLEMAS ÉTICOS-JURÍDICOS,,TAPIA PATRICIO LORENZO,Martes,14:30,15:50,,5.0
CFG2365,PROBLEMAS ÉTICOS-JURÍDICOS,,TAPIA PATRICIO LORENZO,Miércoles,14:30,15:50,,5.0
CFG2366,"MÚSICA, PERCEPCIÓN Y EMOCIONES",,RAMOS BELÉN,Martes,16:00,17:20,,5.0
CFG2366,"MÚSICA, PERCEPCIÓN Y EMOCIONES",,RAMOS BELÉN,Jueves,16:00,17:20,,5.0
CFG2366,"MÚSICA, PERCEPCIÓN Y EMOCIONES",,GARRIDO RODRIGO ANDRES,Martes,16:00,17:20,,5.0
CFG2366,"MÚSICA, PERCEPCIÓN Y EMOCIONES",,GARRIDO RODRIGO ANDRES,Jueves,16:00,17:20,,5.0
CFG2368,FEMINISMO DIVERSOS Y DISIDENCIAS SEXUALE,,ARÁNGUIZ SAPPHO ALEXA,Miércoles,14:30,17:20,,5.0
CFG2368,FEMINISMO DIVERSOS Y DISIDENCIAS SEXUALE,,DURAND MARIA TERESA,Miércoles,14:30,17:20,,5.0
CFG2369,VARONES HEGEMÓNICOS: MASCULINIDADES Y PA,,LATTUS TIARE PAZ,Miércoles,11:30,14:20,,5.0
CFG2369,VARONES HEGEMÓNICOS: MASCULINIDADES Y PA,,DURAND MARIA TERESA,Miércoles,11:30,14:20,,5.0
CFG2374,MOVIMIENTOS DE DDHH EN EL CONO SUR,,GALLARDO MILENA SUSANA,Martes,16:00,17:20,,5.0
CFG2374,MOVIMIENTOS DE DDHH EN EL CONO SUR,,GALLARDO MILENA SUSANA,Miércoles,16:00,17:20,,5.0
CFG2378,B-LEARNING BLACK POWER,,ALIAGA SEBASTIAN EDUARDO,Martes,16:00,18:45,,5.0
CFG2378,B-LEARNING BLACK POWER,,VICUÑA MANUEL JOSE,Martes,16:00,18:45,,5.0
CFG2383,CIENCIA Y SOCIEDAD,,BUSTA CRISTIAN ANDRÉS,Martes,08:30,09:50,,5.0
CFG2383,CIENCIA Y SOCIEDAD,,BUSTA CRISTIAN ANDRÉS,Viernes,08:30,09:50,,5.0
CFG2385,¿QUÉ SE CUENTA EN LATINOAMÉRICA HOY?,,VARGAS CRISTAL ALEJANDRA,Miércoles,11:30,12:50,,5.0
CFG2385,¿QUÉ SE CUENTA EN LATINOAMÉRICA HOY?,,VARGAS CRISTAL ALEJANDRA,Viernes,11:30,12:50,,5.0
CFG2385,¿QUÉ SE CUENTA EN LATINOAMÉRICA HOY?,,MÜLLER BRENDA,Miércoles,11:30,12:50,,5.0
CFG2385,¿QUÉ SE CUENTA EN LATINOAMÉRICA HOY?,,MÜLLER BRENDA,Viernes,11:30,12:50,,5.0
CFG2387,ASTRONOMIA GENERAL,,ZURLO ALICE,Lunes,13:00,15:50,,5.0
CFG2390,NEUROCIENCIA Y LA ERA DIGITAL,,MOLINA DANIELA FRANCISCA,Lunes,14:30,17:20,,5.0
CFG2394,"TRANSHUMANISMO, DIGNIDAD Y DDHH",,MORALES PAULINA,Martes,14:30,15:50,,5.0
CFG2394,"TRANSHUMANISMO, DIGNIDAD Y DDHH",,MORALES PAULINA,Viernes,14:30,15:50,,5.0
CFG2397,MEMORIA EN AMÉRICA LATINA,,GALLARDO MILENA SUSANA,Martes,17:25,18:45,,5.0
CFG2397,MEMORIA EN AMÉRICA LATINA,,GALLARDO MILENA SUSANA,Miércoles,17:25,18:45,,5.0
CFG5011,INTELIGENCIA ARTIFICIAL,,TOTSCHNIG WOLFHART LEO,Miércoles,18:50,20:10,,5.0
CFG5011,INTELIGENCIA ARTIFICIAL,,TOTSCHNIG WOLFHART LEO,Jueves,18:50,20:10,,5.0
DER06214,ECONOMÍA Y DERECHO (FI),,BRICEÑO CARLOS HIGINIO,Miércoles,17:25,18:45,,5.0
DER06214,ECONOMÍA Y DERECHO (FI),,BRICEÑO CARLOS HIGINIO,Jueves,17:25,18:45,,5.0
DER06214,ECONOMÍA Y DERECHO (FI),,BRICEÑO CARLOS HIGINIO,Miércoles,17:25,18:45,,5.0
DER06214,ECONOMÍA Y DERECHO (FI),,BRICEÑO CARLOS HIGINIO,Jueves,17:25,18:45,,5.0
CFG5013,INDIGENOUS POPULATION IN CHILE,,ROSSI ALEJANDRO,Jueves,13:00,15:50,,5.0
CFG5013,INDIGENOUS POPULATION IN CHILE,,REYES DANIELA ALEJANDRA,Jueves,13:00,15:50,,5.0
CFG5014,ENVIRONMENT AND SUSTAINABLE DEVELOPMENT,,REYES DANIELA ALEJANDRA,Martes,17:25,18:45,,5.0
CFG5014,ENVIRONMENT AND SUSTAINABLE DEVELOPMENT,,REYES DANIELA ALEJANDRA,Jueves,17:25,18:45,,5.0
CFG5014,ENVIRONMENT AND SUSTAINABLE DEVELOPMENT,,GONZALEZ CLAUDIA ANDREA,Martes,17:25,18:45,,5.0
CFG5014,ENVIRONMENT AND SUSTAINABLE DEVELOPMENT,,GONZALEZ CLAUDIA ANDREA,Jueves,17:25,18:45,,5.0
CFG5012,DOING BUSINESS IN LATIN AMERICA,,RAMIREZ GUILLERMO,Martes,14:30,15:50,,5.0
CFG5012,DOING BUSINESS IN LATIN AMERICA,,RAMIREZ GUILLERMO,Jueves,14:30,15:50,,5.0
CFG5018,ZOOMING IN AND OUT: SCALING THE UNIVERSE,,SAEZ SCARLET,Jueves,10:00,12:50,,5.0
CFG5023,PATRIMONIO EN TENSIÓN,,VERGARA XIMENA ANDREA,Miércoles,10:00,12:50,,5.0
CFG5023,PATRIMONIO EN TENSIÓN,,LIEMPI MARCELA ANTONIETA,Miércoles,10:00,12:50,,5.0
CFG5024,ESCRITURA ARTIFICIAL,,ROSSI ALEJANDRO,Miércoles,17:25,18:45,,5.0
CFG5024,ESCRITURA ARTIFICIAL,,ROSSI ALEJANDRO,Jueves,17:25,18:45,,5.0
CFG5028,TERRITORIO Y CONVIVENCIA SOCIAL,,MONTENEGRO PAULA DANIELA,Martes,10:00,11:20,,5.0
CFG5028,TERRITORIO Y CONVIVENCIA SOCIAL,,MONTENEGRO PAULA DANIELA,Jueves,10:00,11:20,,5.0
CIG1015,INGLÉS GENERAL IV,,GONZALEZ MARIA JOSE,Martes,16:00,17:20,,5.0
CIG1015,INGLÉS GENERAL IV,,GONZALEZ MARIA JOSE,Miércoles,16:00,17:20,,5.0
ICG4111,FUNDAMENTOS DE ADMINISTRACIÓN,,,Martes,08:30,09:50,,5.0
ICG4111,FUNDAMENTOS DE ADMINISTRACIÓN,,,Miércoles,08:30,09:50,,5.0
ICG4111,FUNDAMENTOS DE ADMINISTRACIÓN,,,Viernes,11:30,12:50,,5.0
ICG4114,PRINCIPIOS DE ECONOMÍA,,DE ROSAS PABLO FERNANDO,Lunes,08:30,09:50,,5.0
ICG4114,PRINCIPIOS DE ECONOMÍA,,DE ROSAS PABLO FERNANDO,Martes,08:30,09:50,,5.0
ICG4114,PRINCIPIOS DE ECONOMÍA,,,Viernes,08:30,09:50,,5.0
ICG4114,PRINCIPIOS DE ECONOMÍA,,DE ROSAS PABLO FERNANDO,Lunes,08:30,09:50,,5.0
ICG4114,PRINCIPIOS DE ECONOMÍA,,DE ROSAS PABLO FERNANDO,Martes,08:30,09:50,,5.0
ICG4114,PRINCIPIOS DE ECONOMÍA,,,Viernes,08:30,09:50,,5.0
CAV02222,FINANZAS I,,DÍAZ JUAN ESTEBAN,Martes,20:15,21:35,,4.0
CAV02222,FINANZAS I,,DÍAZ JUAN ESTEBAN,Jueves,20:15,21:35,,4.0
CFG5034,ASTRONOMÍA Y LITERATURA,,LABBE ERIKA FABIOLA,Lunes,16:00,17:20,,5.0
CFG5034,ASTRONOMÍA Y LITERATURA,,LABBE ERIKA FABIOLA,Miércoles,16:00,17:20,,5.0
CFG5034,ASTRONOMÍA Y LITERATURA,,DEL RÍO ALEJANDRA JULIA,Lunes,16:00,17:20,,5.0
CFG5034,ASTRONOMÍA Y LITERATURA,,DEL RÍO ALEJANDRA JULIA,Miércoles,16:00,17:20,,5.0
CFG5036,LA BIOGRAFÍA:INVENCIÓN DE SÍ MISMO,,BOITANO ANGELA ROSSANA,Martes,10:00,12:50,,5.0
CFG5039,CULTURA Y VIOLENCIA EN AMÉRICA LATINA,,BOHER MANUEL,Jueves,11:30,14:20,,5.0
CFG5039,CULTURA Y VIOLENCIA EN AMÉRICA LATINA,,FERNANDEZ PATRICIO HERMAN,Jueves,11:30,14:20,,5.0
CFG5042,"CULTURA, PODER Y CAMBIO SOCIAL",,BRICEÑO PABLO AGUSTIN,Martes,10:00,12:50,,5.0
CFG5045,SOCIEDAD (ES) EN LA ERA DEL BIG DATA,,VELÁSQUEZ ROBERTO ARNALDO,Lunes,14:30,15:50,,5.0
CFG5045,SOCIEDAD (ES) EN LA ERA DEL BIG DATA,,VELÁSQUEZ ROBERTO ARNALDO,Miércoles,14:30,15:50,,5.0
CFG5049,"BIODIVERSIDAD, M. AMBIENTE Y CIUDADANÍA",,ZURITA CARLOS NICOLÁS FELIPE,Miércoles,14:30,17:20,,5.0
CFG5053,"DEPORTE, GLOBALIZACIÓN Y PODER",,VILCHES DIEGO ANTONIO,Lunes,08:30,09:50,,5.0
CFG5053,"DEPORTE, GLOBALIZACIÓN Y PODER",,VILCHES DIEGO ANTONIO,Miércoles,08:30,09:50,,5.0
CFG5061,LA DEMOCRATIZACIÓN DEL ESPACIO,,VILA WALDO CLAUDIO,Martes,18:50,20:10,,5.0
CFG5061,LA DEMOCRATIZACIÓN DEL ESPACIO,,VILA WALDO CLAUDIO,Jueves,18:50,20:10,,5.0
CFG5061,LA DEMOCRATIZACIÓN DEL ESPACIO,,MARDONES MARCELO MAURICIO,Martes,18:50,20:10,,5.0
CFG5061,LA DEMOCRATIZACIÓN DEL ESPACIO,,MARDONES MARCELO MAURICIO,Jueves,18:50,20:10,,5.0
CFG5062,ACTIVISMO Y REDES SOCIALES,,ALVARADO MATIAS FELIPE,Lunes,16:00,17:20,,5.0
CFG5062,ACTIVISMO Y REDES SOCIALES,,ALVARADO MATIAS FELIPE,Martes,16:00,17:20,,5.0
CFG5063,IMAGINARIOS Y NARRATIVAS CULTURALES,,RAMIREZ WILMAR ANDRES,Martes,18:50,20:10,,5.0
CFG5063,IMAGINARIOS Y NARRATIVAS CULTURALES,,RAMIREZ WILMAR ANDRES,Jueves,18:50,20:10,,5.0
CFG5064,TRANSFORMACIÓN SOCIAL CHILENA,,MADRID SEBASTIAN,Jueves,10:00,12:50,,5.0
CFG5065,CRIMINALIDAD Y SOCIEDAD EN LATINOAMERICA,,PALACIOS CRISTIAN ENRIQUE,Lunes,14:30,15:50,,5.0
CFG5065,CRIMINALIDAD Y SOCIEDAD EN LATINOAMERICA,,PALACIOS CRISTIAN ENRIQUE,Miércoles,14:30,15:50,,5.0
CFG5066,SUSTENTABILIDAD ¿EN QUÉ ESTAMOS?,,DEL RÍO JULIO JOSE,Martes,10:00,12:50,,5.0
CFG5067,LA ORGANIZACIÓN DEL CAOS,,CIEZA LUCAS ALEJO,Miércoles,08:30,11:20,,5.0
CFG5068,EL ARTE DEL ARCHIVO,,MARTINEZ ALEJANDRO ARTURO,Martes,10:00,12:50,,5.0
CFG5069,VIOLENCIA Y SOCIEDAD,,SÁEZ LUCIANO BENJAMÍN,Lunes,17:25,18:45,,5.0
CFG5069,VIOLENCIA Y SOCIEDAD,,SÁEZ LUCIANO BENJAMÍN,Martes,17:25,18:45,,5.0
CFG5070,"CLIMATE FUTURES: SCIENCE, TECHNOLOGY",,TALLONI NICOLÁS ERNESTO,Martes,13:00,14:20,,5.0
CFG5070,"CLIMATE FUTURES: SCIENCE, TECHNOLOGY",,TALLONI NICOLÁS ERNESTO,Viernes,13:00,14:20,,5.0
CFG5071,"FILOSOFÍA, SUFRIMIENTO, FUERZA",,MESSINA AICHA LIVIANA,Martes,08:30,11:20,,5.0
CFG5072,"PARTICIPACION CIUDADANA, POBREZA",,GUERRA OSCAR   PATRICIO,Miércoles,16:00,18:45,,5.0
